no,Ref,year,corbett,species,uid,pid,check,phyl.info,ott.uid,ott.pid,Habitat,par.path,invasive,Kingdom,Tax.grp,Group,newGroup,SubGroup,newSubGroup,newSubGroup2,newSubGroupClade,newSubGrp2,Class,Order,newOrder,Family,newFamily,het.a.chiasmy,F.map.length,M.map.length,F.M.ratio,Sexual.sys,Karyotype,Genotypic,Size.Mb,Cval,est.Gsize.Mb,combined.Gsize,chr.2n,chr1n,No.Ind,Marker.mapped,av.sex,MapLength.cM,MarkerInterval ,LinkageGrps,CM.length.est,RR_Mb.cM,CorrectedRR,RR,haplodiploid,Selfing,plant.LifeForm,RI_hap,RI_chiasma,RI_status,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,Woodiness,LeafCompoundness,Total.spp,Dioe,Pollination
423,Viquez-Zamora,2014,n,Solanum_lycopersicum,378964,79618,y,Solanum_lycopersicum,ott378964,ott79618,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,823.786,NA,823.786,823.786,24,12,100,715,n,1297.3,1.85,12,NA,NA,NA,1.57480219377363,NA,SC,PA,NA,NA,NA,herb,broadleaved,evergreen,C3,non-woody,simple,1000,11,insects
424,Fukuoka,2012,n,Solanum_melongena,494843,1020645,y,Solanum_melongena,ott494843,ott1020645,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,andromonoecy,NA,NA,833.081,NA,958.44,958.44,24,12,NA,952,n,1285.5,NA,12,NA,NA,NA,1.3412420182797,NA,SC,PA,12,17.3,Domesticated,herb/shrub,broadleaved,evergreen,C3,non-woody/woody,simple,1000,11,insects
425,vandenOever-vandenElsen,2016,n,Solanum_pennellii,1069768,79618,y,Solanum_pennellii,ott1069768,ott79618,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,926.426,NA,926.426,926.426,24,12,131,208,n,789.7,NA,11,NA,NA,NA,0.852415627367971,NA,both,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,11,insects
426,Chen,2014,n,Solanum_pimpinellifolium,797186,79618,y,Solanum_pimpinellifolium,ott797186,ott79618,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,688.247,NA,688.247,688.247,24,12,NA,365,n,1567.5,3.65,12,NA,NA,NA,2.27752536516687,NA,SC,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,11,insects
427,Endelman,2016,n,Solanum_tuberosum,494835,1020645,y,Solanum_tuberosum,ott494835,ott1020645,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,705.934,NA,860.64,860.64,24,12,109,2264,n,883,NA,12,NA,NA,NA,1.02598066555122,NA,both,P,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,1000,11,insects
428,Molina-Luzon,2015,n,Solea_senegalensis,366998,367001,y,Solea_senegalensis,ott366998,ott367001,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectiformes,Soleidae,Soleidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21,NA,129,n,1004,NA,27,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Diopere,2014,n,Solea_solea,710233,367001,y,Solea_solea,ott710233,ott367001,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectiformes,Soleidae,Soleidae,NA,NA,NA,NA,NA,NA,NA,NA,0.73,713.94,713.94,34,17,NA,423,n,1233.8,NA,33,1849.4,NA,NA,1.72815642771101,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,Corbet-Detig,2015,y,Sorghum_bicolor,552986,553001,y,Sorghum_bicolor,ott552986,ott553001,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,739.15,NA,1188.27,1188.27,20,10,NA,446,n,1227,2.75112107623318,NA,NA,1.94479697742095,NA,1.03259360246409,NA,both,NA,10,20.91,Domesticated,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
431,Ji,2017,n,Sorghum_bicolor,552986,553001,y,Sorghum_bicolor,ott552986,ott553001,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,739.15,NA,1188.27,1188.27,20,10,130,2246,n,2158,0.98,10,NA,NA,NA,1.81608556977791,NA,both,NA,10,20.91,Domesticated,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
432,Crawford,2016,n,Spartina_pectinata,3953843,997889,y,Spartina_longispica,ott3953843,ott997889,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,63,1773,n,1838,NA,20,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
433,Palaiokostas,2016,n,Sparus_aurata,760723,760719,y,Sparus_aurata,ott760723,ott760719,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Sparidae,Sparidae,H,3822,4010,0.953117206982544,hermaphrodite,NA,NA,NA,0.95,929.1,929.1,48,24,825,12085,n,3899,NA,24,NA,NA,NA,4.19653428048649,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Chan-Navarrete,2016,n,Spinacia_oleracea,317784,317799,y,Spinacia_oleracea,ott317784,ott317799,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Superasterids,Eudicots,Eudicots,Caryophyllales,Caryophyllales,Amaranthaceae,Amaranthaceae,NA,NA,NA,NA,polygamodioecy,NA,NA,493.772,1.0299591002045,1007.3,1007.3,12,6,335,283,n,433.6,NA,6,NA,0.593,0.593,0.430457659088653,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,3,3,wind
435,Nemetschke,2010,n,Strongyloides_ratti,1040287,920947,y,Strongyloides_ratti,ott1040287,ott920947,Animals,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Nematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Secernentea,Rhabditida,Rhabditida,Strongyloididae,OtherHelminth,NA,NA,NA,NA,parthenogenic,XO,NA,43.1502,NA,43.1502,43.1502,6,3,50,74,n,90.2,1.27,3,NA,NA,NA,2.09037269815667,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,Huang,2008,n,Struthio_camelus,647692,292466,y,Struthio_camelus,ott647692,ott292466,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Struthionifromes,OtherAves,Struthionidae,OtherAves,NA,NA,NA,NA,gonochorous,ZW,FH,1225.04,2.16,2112.48,2112.48,80,40,NA,35,n,365.4,NA,13,NA,NA,NA,0.172972051806408,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Adjei,2008,n,Suncus_murinus,226396,222368,y,Suncus_murinus,ott226396,ott222368,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Eulipotyphyla,OtherMammal,Soricidae,OtherMammal,NA,NA,NA,NA,gonochorous,XY,MH,NA,NA,NA,NA,40,20,NA,42,n,403.5,NA,12,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Corbet-Detig,2015,y,Sus_scrofa,730013,730021,y,Sus_scrofa,ott730013,ott730021,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Suidae,OtherArtiodact,NA,NA,NA,NA,gonochorous,XY,MH,2748.18,NA,2922.264,2922.264,40,20,NA,2365,n,1603.8745458277,0.678171055318266,NA,NA,0.668784478803514,NA,0.548846560689828,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Tortereau,2012,n,Sus_scrofa,730013,730021,y,Sus_scrofa,ott730013,ott730021,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Suidae,OtherArtiodact,H,2244,1782,1.25925925925926,gonochorous,XY,MH,2808.53,NA,2922.264,2922.264,40,20,573,38599,n,2012,0.78,20,NA,NA,NA,0.688507266968351,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Backstrom,2010,n,Taeniopygia_guttata,708327,708325,y,Taeniopygia_guttata,ott708327,ott708325,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Passeriformes,Passeriformes,Estrildidae,OtherAves,H,1330,1304,1.01993865030675,gonochorous,ZW,FH,1232.14,1.25,1222.5,1222.5,70,35,1000,1398,n,1479,NA,29,NA,1.5,NA,1.20981595092025,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Kai,2005,n,Takifugu_rubripes,65341,557119,y,Takifugu_rubripes,ott65341,ott557119,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Tetraodontiformes,OtherFishes,Tetraodontidae,OtherFishes,H,2189.8,1202.8,1.82058530096442,gonochorous,H,MH,392,0.4,391.2,391.2,44,22,62,1000,y,1696.3,NA,22,NA,NA,NA,4.33614519427403,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,Arias,2016,n,Taraxacum_koksaghyz,843397,524978,y,Taraxacum_kok_saghyz ,ott843397,ott524978,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Campanulids,Eudicots,Eudicots,Asterales,Asterales,Asteraceae,Asteraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,1420,16,8,94,518,n,894.1,NA,8,NA,NA,NA,0.629647887323944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Wang,2016,n,Taxodium_mucronatum,309291,652337,y,Taxodium_mucronatum,ott309291,ott652337,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Cupressaceae,OtherConifer,NA,NA,NA,NA,NA,NA,NA,NA,9.05,8850.9,8850.9,22,11,148,179,n,976.5,7,34,NA,NA,NA,0.110327763278311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Katzer,2011,n,Theileria_parva,302422,422823,y,Theileria_parva,ott302422,ott422823,Animals,y,n,Eukaryota,Chromalveolata,SAR,SAR,Micro/Protist,SAR,SAR,SAR,SAR,Aconoidasida,Piroplasmida,OtherSAR,Theileriidae,OtherSAR,NA,NA,NA,NA,NA,NA,NA,8.34761,NA,8.34761,8.34761,4,2,35,39,n,1683.8,NA,4,NA,220,NA,201.710429691852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Royaert,2016,n,Theobroma_cacao,388185,388189,y,Theobroma_cacao,ott388185,ott388189,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Sterculiaceae,OtherEudicots,NA,NA,NA,NA,hermaphrodite,NA,NA,324.88,0.429959100204499,420.5,420.5,20,10,NA,3526,n,852.8,0.24,10,NA,2.623,2.623,2.02806183115339,NA,SI,NA,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
446,Uchino,2016,n,Thunnus_orientalis,833202,833200,y,Thunnus_orientalis,ott833202,ott833200,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Scombridae,OtherFishes,H,1332.3,992.9,1.34182697149763,gonochorous,NA,NA,740,NA,800,800,48,24,193,370,y,1162.6,3.7,24,NA,NA,NA,1.45325,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,Foley,2011,n,Tigriopus_californicus,461524,461527,y,Tigriopus_californicus,ott461524,ott461527,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Maxillopoda,Harpticoida,OtherCrust,Harpacticidae,OtherCrust,A,NA,NA,NA,gonochorous,H,NA,NA,0.25,244.5,244.5,24,12,250,190,n,401,1.8,12,NA,NA,NA,1.640081799591,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,Zeng,2014,n,Torreya_grandis,61762,238593,y,Torreya_grandis,ott61762,ott238593,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Cephalotaxaceae,OtherConifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,11,96,262,n,7139.9,NA,10,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,tree,needleleaved,evergreen,C3,woody,simple,NA,NA,NA
449,Khan,2005,n,Toxoplasma_gondii,252145,252143,y,Toxoplasma_gondii,ott252145,ott252143,Animals,y,n,Eukaryota,Chromalveolata,SAR,SAR,Conoidasida,SAR,SAR,SAR,SAR,Conoidasida,Eucoccidiorida,OtherSAR,Sarcocystidae,OtherSAR,NA,NA,NA,NA,NA,NA,NA,65.6681,NA,65.6681,65.6681,28,14,71,NA,n,592,NA,14,NA,NA,NA,9.01503165159339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Lorenzen,2005,n,Tribolium_castaneum,148904,1093463,y,Tribolium_castaneum,ott148904,ott1093463,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,NA,NA,NA,NA,gonochorous,NA,NA,165.944,0.2075,202.935,202.935,20,10,NA,424,n,571,1.3,10,NA,NA,NA,2.81370882302215,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Yezerski,2003,n,Tribolium_confusum,677520,546761,y,Tribolium_echinatum,ott677520,ott546761,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,NA,NA,NA,NA,gonochorous,XY,MH,NA,NA,NA,245,16,8,182,137,n,968,7,8,NA,4,NA,3.95102040816327,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Laurent,1998,n,Trichogramma_brassicae,137951,1048704,y,Trichogramma_brassicae,ott137951,ott1048704,Animals,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hymenoptera,Hymenoptera,Trichogrammatidae,OtherHymen,NA,NA,NA,NA,male.haploid,NA,NA,NA,NA,NA,246,10,5,93,84,n,1330,17.7,7,NA,5.4,NA,5.40650406504065,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Hirakawa,2016,n,Trifolium_pratense,839027,935477,y,Trifolium_pratense,ott839027,ott935477,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,540,0.65,528.12,528.12,14,7,155,2153,n,2084,NA,8,NA,0.702,0.702,3.94607286222828,NA,SI,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
454,Griffiths,2013,n,Trifolium_repens,116218,935477,y,Trifolium_repens,ott116218,ott935477,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,1095.36,1095.36,32,16,NA,1109,n,1274,1.2,16,NA,NA,NA,1.16308793456033,NA,SI,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
455,Ghamkhar,2012,n,Trifolium_subterraneum,539553,935477,y,Trifolium_subterraneum,ott539553,ott935477,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,471.834,NA,547.68,547.68,16,8,NA,144,n,1701.7,14,8,NA,NA,NA,3.1071063394683,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
456,Alheit,2011,n,Triticosecale_,5148344,4731601,y,Triticosecale_,ott5148344,ott4731601,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,7,NA,1929,n,2309.9,1.2,8,NA,NA,NA,#VALUE!,NA,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,Zhai,2016,n,Triticum_aestivum,31926,31937,y,Triticum_aestivum,ott31926,ott31937,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,13427.4,NA,16948.74,16948.74,42,21,191,10990,n,2875.3,1.4,21,NA,NA,NA,0.169646829203823,NA,SC,NA,21,49.8,Domesticated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
458,Russo,2014,n,Triticum_dicoccum,810903,31937,y,Triticum_dicoccoides,ott810903,ott31937,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,NA,12.03,11765.34,11765.34,28,14,136,9040,n,2879.3,NA,45,NA,NA,NA,0.244727309198034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,MacLeod,2005,n,Trypanosoma_brucei,494245,770746,y,Trypanosoma_brucei,ott494245,ott770746,Animals,y,n,Eukaryota,Chromalveolata,SAR,SAR,Micro/Protist,SAR,SAR,SAR,SAR,Kinetoplastea,Tyranosomatida,OtherSAR,Trypanosomatida,OtherSAR,NA,NA,NA,NA,NA,NA,NA,22.1481,NA,22.1481,22.1481,22,11,NA,182,n,1157.5,NA,11,NA,NA,NA,52.2618192982694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Chang,2008,n,Typhula_ishikariensis,99027,723281,y,Typhula_ishikariensis,ott99027,ott723281,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Basidiomycota,Fungi,Fungi,Fungi,Fungi,Agaricomycetes,Agaricales,Agaricales,Typhulaceae,OtherBasido.,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,7,93,502,n,436,2.2,7,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Shan,2015,n,Undaria_pinnatifida,616561,495530,y,Undaria_pinnatifida,ott616561,ott495530,Aquatic,n,n,Eukaryota,Chromalveolata,SAR,SAR,Ochrophyta,SAR,SAR,SAR,SAR,Phaeophyceae,Laminariales,Laminariales,Alariaceae,OtherSAR,NA,NA,NA,NA,NA,UV,NA,NA,NA,NA,560,60,30,101,4626,n,1816.28,0.39,30,NA,NA,NA,3.24335714285714,y,NA,NA,NA,NA,Cultivated,NA,NA,NA,NA,non-woody,NA,NA,NA,NA
462,Vigna,2016,n,Urochloa_humidicola,322300,596637,y,Urochloa_humidicola,ott322300,ott596637,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,102,n,1702.82,10.6,49,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,McCallum,2016,n,Vaccinium_corymbosum,567253,820031,y,Vaccinium_corymbosum,ott567253,ott820031,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Asterids,Eudicots,Eudicots,Ericales,Ericales,Ericaceae,Ericaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,655.26,655.26,24,12,NA,785,n,1621,NA,12,NA,NA,NA,2.47382718310289,NA,both,NA,NA,NA,NA,shrub,broadleaved,deciduous,C3,woody,simple,NA,NA,NA
464,Covarrubias-Pazaran,2016,n,Vaccinium_macrocarpon,295602,820031,y,Vaccinium_macrocarpon,ott295602,ott820031,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Asterids,Eudicots,Eudicots,Ericales,Ericales,Ericaceae,Ericaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,414.622,NA,414.622,414.622,24,12,NA,4849,n,1112,NA,12,NA,NA,NA,2.68196091861985,NA,NA,NA,NA,NA,NA,shrub,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
465,Lepers-Andrzejewski,2012,n,Vanilla_tahitensis,1064791,713005,y,Vanilla_tahitensis,ott1064791,ott713005,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Lilioid,Lilioid.Alismatid,Lilioid,Monocots,Monocots,Asparagales,Asparagales,Orchidaceae,Orchidaceae,NA,NA,NA,NA,NA,NA,NA,NA,5.73,5603.94,5603.94,26,13,NA,225,n,1035.85,NA,18,NA,NA,NA,0.184843163916816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,Broggini,2011,n,Venturia_inaequalis,581449,581453,y,Venturia_inaequalis,ott581449,ott581453,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Dothideomycetes,Pleosporales,OtherFungi,Venturiaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,55.1254,NA,55.1254,55.1254,14,7,NA,217,n,975,NA,13,NA,NA,NA,17.6869464892772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,Sirvio,2011,n,Vespula_vulgaris,52839,52847,y,Vespula_vulgaris,ott52839,ott52847,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hymenoptera,Hymenoptera,Vespidae,OtherHymen,NA,NA,NA,NA,male.haploid,NA,NA,NA,NA,219.8,219.8,50,25,96,210,n,2129,NA,38,NA,9.7,NA,9.68607825295723,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,Kaur,2014,n,Vicia_faba,539544,539539,y,Vicia_faba,ott539544,ott539539,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,80.3627,13.3299591002045,17622.582,17622.582,12,6,NA,822,n,1216.8,2.3,6,NA,0.12,0.12,0.0690477706388315,NA,NA,NA,6,21.11,Domesticated,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
469,Liu,2016,n,Vigna_angularis,1065959,904024,y,Vigna_angularis,ott1065959,ott904024,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,467.301,NA,537.9,537.9,22,11,NA,2032,n,1628.15,0.8,11,NA,NA,NA,3.02686372931772,NA,NA,NA,11,21.75,Domesticated,NA,broadleaved,NA,C3,NA,compound,NA,NA,NA
470,Gupta,2008,n,Vigna_mungo,1065954,904024,y,Vigna_mungo,ott1065954,ott904024,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.9,537.9,22,11,104,428,n,865.1,2,11,NA,NA,NA,1.60829150399703,NA,NA,NA,11,21.6,Domesticated,NA,broadleaved,NA,C3,NA,compound,NA,NA,NA
471,Wang,2016,n,Vigna_radiata,806245,904024,y,Vigna_radiata,ott806245,ott904024,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,463.638,1.3,894.87,894.87,22,11,NA,560,n,732.9,1.3,11,NA,0.584,0.584,0.819001642696705,NA,NA,NA,11,22.09,Domesticated,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
