no,Ref,year,corbett,species,uid,pid,check,phyl.info,ott.uid,ott.pid,Habitat,par.path,invasive,Kingdom,Tax.grp,Group,newGroup,SubGroup,newSubGroup,newSubGroup2,newSubGroupClade,newSubGrp2,Class,Order,newOrder,Family,newFamily,het.a.chiasmy,F.map.length,M.map.length,F.M.ratio,Sexual.sys,Karyotype,Genotypic,Size.Mb,Cval,est.Gsize.Mb,combined.Gsize,chr.2n,chr1n,No.Ind,Marker.mapped,av.sex,MapLength.cM,MarkerInterval ,LinkageGrps,CM.length.est,RR_Mb.cM,CorrectedRR,RR,haplodiploid,Selfing,plant.LifeForm,RI_hap,RI_chiasma,RI_status,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,Woodiness,LeafCompoundness,Total.spp,Dioe,Pollination
374,Wang,2015,n,Prunus_avium,162547,731578,y,Prunus_avium,ott162547,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,342.3,342.3,16,8,NA,718,n,849,1.18,8,NA,8,NA,2.48028045574058,NA,NA,NA,NA,NA,NA,tree,broadleaved,deciduous,C3,woody,simple,400,5,insects
375,Tavassolian,2010,n,Prunus_dulcis,731568,731578,y,Prunus_dulcis,ott731568,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,monoecious,NA,NA,NA,NA,240,240,16,8,NA,157,n,591.4,4,8,NA,NA,NA,2.46416666666667,NA,NA,NA,8,9.1,Domesticated,NA,broadleaved,NA,C3,woody,simple,400,5,insects
376,Cao,2011,n,Prunus_kansuensis,1020749,731578,y,Prunus_kansuensis,ott1020749,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,monoecious,NA,NA,NA,NA,293.4,293.4,16,8,190,138,n,616,4.9,8,NA,NA,NA,2.09952283571916,NA,NA,NA,NA,NA,NA,NA,NA,NA,C3,NA,NA,400,5,insects
377,Zhang,2015,n,Prunus_mume,426562,731578,y,Prunus_mume,ott426562,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,monoecious,NA,NA,234.03,NA,234.03,234.03,16,8,387,8007,n,1550.62,0.195,8,NA,NA,NA,6.62573174379353,NA,NA,NA,NA,NA,NA,NA,broadleaved,deciduous,C3,woody,simple,400,5,insects
378,Corbet-Detig,2015,y,Prunus_persica,5146629,731578,y,Prunus_persica,ott5146629,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,303.18,NA,273.84,273.84,16,8,NA,195,n,484.3,2.48358974358974,NA,NA,2.38609031239007,NA,1.76855097867368,NA,SC,NA,8,10.8,Domesticated,tree,broadleaved,deciduous,C3,woody,simple,400,5,insects
379,Nunez-Lillo,2015,n,Prunus_persica,5146629,731578,y,Prunus_persica,ott5146629,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,273.84,273.84,16,8,NA,1837,n,389.2,NA,8,NA,NA,NA,1.42126789366053,NA,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,5,insects
380,Wang,2014,n,Prunus_virginiana,769156,731578,y,Prunus_virginiana,ott769156,ott731578,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,NA,NA,32,16,101,302,n,2089,6.9,14,NA,NA,NA,#VALUE!,NA,both,NA,NA,NA,NA,shrub/tree,broadleaved,deciduous,C3,woody,NA,400,5,insects
381,Arango_Isaza,2016,n,Pseudocercospora_fijiensis,4073293,251928,y,Pseudocercospora_eucalypticola,ott4073293,ott251928,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Dothideomycetes,Mycosphaerellales,Mycosphaerellales,Mycosphaerellaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,74.1412,NA,74.1412,74.1412,24,12,NA,376,n,1416,NA,17,NA,NA,NA,19.0986927646167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Ukrainetz,2008,n,Pseudotsuga_menziesii,1075713,1075718,y,Pseudotsuga_menziesii,ott1075713,ott1075718,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Pinaceae,Pinaceae,NA,NA,NA,NA,monoecious,H,NA,14673.2,19.05,18630.9,18630.9,26,13,40,NA,n,938.6,9.3,19,NA,1.961,1.961,0.0503786719911545,NA,NA,NA,NA,NA,NA,tree,needleleaved,evergreen,C3,woody,simple,NA,NA,NA
383,Rastas,2016,n,Pungitius_pungitius,561269,401021,y,Pungitius_pungitius,ott561269,ott401021,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Gasterosteiformes,OtherFishes,Gasterosteidae,OtherFishes,H,2335.72,1584.26,1.47432870867156,gonochorous,XY,MH,NA,NA,NA,NA,42,21,284,20054,n,1980.74,0.16,21,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,Harel-Beja,2015,n,Punica_granatum,646814,368841,y,Punica_granatum,ott646814,ott368841,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Myrtales,Myrtales,Lythraceae,OtherEudicots,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.16,704.16,16,8,76,1092,n,1141,1.1,11,NA,NA,NA,1.62037037037037,NA,NA,NA,NA,NA,NA,shrub/tree,broadleaved,deciduous,C3,woody,simple,NA,NA,NA
385,Ellwood,2010,n,Pyrenophora_teres,411919,646185,y,Pyrenophora_teres,ott411919,ott646185,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Dothideomycetes,Pleosporales,OtherFungi,Pleosporaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,33.5833,0.045,33.5833,33.5833,18,9,NA,243,n,2477.7,NA,25,NA,NA,NA,73.7777407223233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,Xu,2015,n,Pyropia_haitanensis,314016,784229,y,Pyropia_haitanensis,ott314016,ott784229,Aquatic,n,n,Eukaryota,Archaeplastida,Plants,OtherPlants,Rhodophyta,OtherPlants,OtherPlants,OtherPlants,OtherPlants,Bangiophyceae,Bangiales,OtherPlants,Bangiaceae,OtherPlants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,740,n,874.33,1.1,5,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,Wu,2014,n,Pyrus_communis,972654,259068,y,Pyrus_communis,ott972654,ott259068,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.9,537.9,34,17,NA,3241,n,2243.4,0.7,17,NA,NA,NA,4.17066369213609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Yamamoto,2014,n,Pyrus_pyrifolia,443418,259068,y,Pyrus_pyrifolia,ott443418,ott259068,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,17,NA,275,n,1039,0.27,17,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,tree,broadleaved,NA,C3,woody,simple,NA,NA,NA
389,Chen,2015,n,Pyrus_x,3902937,259068,y,Pyrus_x_bretschneideri,ott3902937,ott259068,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,743,n,1661.4,2.26,17,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Bodenes,2016,n,Quercus_,239659,267713,y,Quercus_robur,ott239659,ott267713,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fagales,Fagales,Fagaceae,Fagaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.5,909.5,24,12,NA,4216,n,742,NA,12,NA,NA,NA,0.815832875206157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Cano,2011,n,Rana_temporaria,14718,6158879,y,Rana_temporaria,ott14718,ott6158879,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Amphibia,Amphibia.Reptile,Amphibia.Reptile,Amphibia.Reptile,Amphibia.Reptile,Amphibia,Anura,Anura,Ranida,OtherAR,H,2089.8,1371.5,1.52373313889902,gonochorous,NA,NA,NA,4.263,4169.214,4169.21,26,13,800,107,n,1698.8,NA,15,NA,NA,NA,0.407463284411195,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,Mun,2015,n,Raphanus_sativus,359073,359071,y,Raphanus_sativus,ott359073,ott359071,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,426.614,NA,978,978,18,9,93,2637,n,1538,1.5,9,NA,NA,NA,1.57259713701432,NA,SI,NA,9,17.46,Domesticated,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
393,Steen,1999,n,Rattus_norvegicus,271555,271578,y,Rattus_norvegicus,ott271555,ott271578,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Rodentia,Rodentia,Muridae,Muridae,NA,NA,NA,NA,gonochorous,XY,MH,2870.18,3.36,3286.08,3286.08,44,22,91,4736,n,1503,1.1,21,NA,NA,NA,0.457383873794917,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Schlipallus,2002,n,Rhyzopertha_dominica,633644,633648,y,Rhyzopertha_dominica,ott633644,ott633648,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Coleoptera,Coleoptera,Bostrichidae,OtherColeopt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,18,9,92,94,n,390.1,4.6,9,NA,1.22,NA,0.819537815126051,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Russell,2014,n,Ribes_nigrum,248647,560321,y,Ribes_nigrum,ott248647,ott560321,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Superrosids,Eudicots,Eudicots,Saxifragales,OtherEudicots,Grossulariaceae,OtherEudicots,NA,NA,NA,NA,hermaphrodite,NA,NA,6888,NA,NA,NA,16,8,NA,1578,n,583.2,8,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,shrub,broadleaved,deciduous,C3,woody,simple,150,61,insects
396,Rukam,2016,n,Ricinus_communis,339346,934795,y,Ricinus_communis,ott339346,ott934795,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malpighiales,Malpighiales,Euphorbiaceae,Euphorbiaceae,NA,NA,NA,NA,monoecious,NA,NA,350.622,NA,508.56,508.56,20,10,190,141,n,1551,NA,10,NA,NA,NA,3.04978763567721,NA,NA,NA,NA,NA,NA,shrub/tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
397,Bourke,2017,n,Rosa_hybrida,3905484,259066,y,Rosa_rubrifolia,ott3905484,ott259066,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,NA,25695,n,573.66,1.88857142857143,7,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Ward,2013,n,Rubus_idaeus,156929,972648,y,Rubus_idaeus,ott156929,ott972648,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,monoecious,NA,NA,NA,0.33997955010225,311.982,311.982,14,7,NA,4521,n,462.7,0.1,7,NA,NA,NA,1.48309838388112,NA,NA,NA,NA,NA,NA,shrub,broadleaved,deciduous,C3,woody,compound,250,5,insects
399,Bushakra,2012,n,Rubus_occidentalis,670811,972648,y,Rubus_occidentalis,ott670811,ott972648,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,monoecious,NA,NA,NA,NA,293.4,293.4,14,7,NA,131,n,309,10,6,NA,NA,NA,1.05316973415133,NA,NA,NA,NA,NA,NA,shrub,broadleaved,deciduous,C3,woody,compound,250,5,insects
400,Nie,2017,n,Ruditapes_philippinarum,913666,244017,y,Ruditapes_philippinarum,ott913666,ott244017,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Venerida,OtherMollusc,Veneridae,OtherMollusc,NA,NA,NA,NA,NA,NA,NA,1967,NA,NA,1967,38,19,119,9658,n,1926.98,0.42,18,NA,NA,NA,0.979654295882054,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,Zhang,2015,n,Saccharina_japonica,246789,690480,y,Saccharina_japonica,ott246789,ott690480,Aquatic,n,n,Eukaryota,Chromalveolata,SAR,SAR,Ochrophyta,SAR,SAR,SAR,SAR,Phaeophyceae,Laminariales,Laminariales,Lauraceae,OtherSAR,NA,NA,NA,NA,NA,NA,NA,543.426,NA,543.426,543.426,62,31,NA,4994,n,1782.75,0.36,31,NA,NA,NA,3.28057546013625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Liu,2016,n,Saccharum_spp,1063525,55664,y,Saccharum_hybrid_cultivar,ott1063525,ott55664,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,4.49333333333333,4394.48,4394.48,100,50,NA,967,n,7406.3,NA,NA,NA,NA,NA,1.68536436620488,NA,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Tsai,2016,n,Salmo_salar,688328,982359,y,Salmo_salar,ott688328,ott982359,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Salmoniformes,Salmoniformes,Salmonidae,Salmonidae,H,7153,4769,1.49989515621724,gonochorous,H,MH,2966.89,3.27,3048.426,3048.426,58,29,622,96000,y,5961,NA,29,NA,NA,NA,1.95543536238045,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Leitwein,2017,n,Salmo_trutta,688332,982359,y,Salmo_trutta,ott688332,ott982359,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Salmoniformes,Salmoniformes,Salmonidae,Salmonidae,NA,NA,NA,NA,gonochorous,H,MH,NA,3.19,2875.32,2875.32,80,40,300,3977,n,1403,NA,40,NA,NA,NA,0.487945689523253,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,Liu,2016,n,Salvia_miltiorrhiza,847543,374096,y,Salvia_miltiorrhiza,ott847543,ott374096,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Lamiales,Lamiales,Lamiaceae,OtherEudicots,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,615,16,8,96,5164,n,1516,0.29,8,NA,NA,NA,2.4650406504065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,Criscione,2009,n,Schistosoma_mansoni,191483,191485,y,Schistosoma_mansoni,ott191483,ott191485,Animals,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Trematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Trematoda,Strigeidida,OtherHelminth,Schistomatidae,OtherHelminth,H,NA,NA,1.27,gonochorous,ZW,NA,364.538,NA,364.538,364.538,16,8,88,210,n,1134.84,5.62,8,1228.6,NA,NA,3.11309109064076,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Hollenbeck,2015,n,Sciaenops_ocellatus,433079,907852,y,Sciaenops_ocellatus,ott433079,ott907852,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Sciaenidae,Sciaenidae,NA,NA,NA,NA,NA,NA,NA,NA,0.39,381.42,381.42,48,24,207,486,n,1815.3,3.96,24,NA,NA,NA,4.75932043416706,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Shen,2014,n,Scleropages_formosus,335717,179340,y,Scleropages_formosus,ott335717,ott179340,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Osteoglossiformes,OtherFishes,Osteoglossidae,OtherFishes,H,2301.8,2097.4,1.0974539906551,gonochorous,ZW,FH,777.359,NA,777.359,777.359,44,22,NA,308,n,2218.3,8.2,28,NA,NA,NA,2.85363647941299,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,Wang,2015,n,Scophthalmus_maximus,778695,778684,y,Scophthalmus_maximus,ott778695,ott778684,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectiformes,Scophthalmidae,Scophthalmidae,NA,NA,NA,NA,NA,NA,NA,NA,0.86,841.08,841.08,44,22,149,939,n,2622.09,0.3958,22,NA,NA,NA,3.11752746468826,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,Hermida,2014,n,Scophthalmus_rhombus,807488,778684,y,Scophthalmus_rhombus,ott807488,ott778684,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectiformes,Scophthalmidae,Scophthalmidae,NA,NA,NA,NA,gonochorous,ZW,FH,NA,NA,NA,NA,44,22,142,70,n,739.4,NA,24,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Ma,2016,n,Scylla_paramamosain,1084541,182918,y,Scylla_paramamosain,ott1084541,ott182918,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Malacostraca,Decapoda,Decapoda,Portunidae,Portunidae,NA,NA,NA,NA,gonochorous,NA,NA,NA,1.64,1603.92,1603.92,88,44,NA,212,n,2746.4,18.68,65,5539.62,NA,NA,1.71230485310988,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,Chu,2014,n,Sebastes_schlegelii,206127,696010,y,Sebastes_schlegelii,ott206127,ott696010,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Scorpaeniformes,Scorpaeniformes,Sebastidae,OtherFishes,H,1334.1,1359.6,0.981244483671668,seq.hermaphrodite,NA,NA,NA,NA,NA,NA,48,24,NA,435,y,1346.85,13.3,23,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Milczarski,2015,n,Secale_cereale,553015,1079443,y,Secale_cereale,ott553015,ott1079443,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,8097.84,8097.84,14,7,NA,3397,n,1593,0.47,7,NA,NA,NA,0.196719125100027,NA,NA,NA,7,13.5,Domesticated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
414,Aoki,2015,n,Seriola_quinqueradiata,186469,186473,y,Seriola_quinqueradiata,ott186469,ott186473,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Carangidae,OtherPerciform,H,1029.24,1227.95,0.838177450221915,NA,NA,NA,NA,0.83,811.74,811.74,48,24,NA,1039,y,1128.595,NA,24,NA,NA,NA,1.39034050311676,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,Zhang,2016,n,Sesamum_indicum,504628,497147,y,Sesamum_indicum,ott504628,ott497147,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Lamiales,Lamiales,Pedaliaceae,OtherEudicots,NA,NA,NA,NA,hermaphrodite,NA,NA,275.059,NA,948.66,948.66,32,16,120,3041,n,2981.28,0.1,13,NA,NA,NA,3.14262222503321,NA,SC,NA,NA,NA,NA,herb,broadleaved,NA,NA,non-woody,simple,NA,NA,NA
416,Fang,2016,n,Setaria_italica,553005,553003,y,Setaria_italica,ott553005,ott553003,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,405.868,NA,518.34,518.34,18,9,167,1035,n,1318.8,1.27,9,NA,NA,NA,2.54427595786549,NA,NA,NA,9,17.28,Domesticated,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
417,Corbet-Detig,2015,y,Setaria_italica,553005,553003,y,Setaria_italica,ott553005,ott553003,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,405.868,NA,518.34,518.34,18,9,NA,983,n,1415.923,1.44040996948118,NA,NA,3.57138673723277,NA,2.73164911062237,NA,NA,NA,9,17.28,Domesticated,graminoid,broadleaved,NA,C4,non-woody,simple,NA,NA,NA
418,Bergero,2013,n,Silene_latifolia,609504,154053,y,Silene_latifolia,ott609504,ott154053,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Superasterids,Eudicots,Eudicots,Caryophyllales,Caryophyllales,Caryophyllaceae,Caryophyllaceae,NA,NA,NA,NA,dioecy,NA,NA,665.279,NA,2640.6,2640.6,24,12,87,755,n,671.1,NA,12,NA,NA,NA,0.254146784821631,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,600,10,insects
419,Javidfar,2013,n,Sinapis_alba,359058,359076,y,Sinapis_alba,ott359058,ott359076,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,489,489,24,12,NA,264,n,890.4,3.3,12,NA,NA,NA,1.82085889570552,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
420,Liu,2011,n,Siraitia_grosvenorii,532954,197749,y,Siraitia_grosvenorii,ott532954,ott197749,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Cucurbitales,Cucurbitales,Cucurbitaceae,Cucurbitaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,14,NA,199,n,1463.3,7.35,25,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,Iorizzo,2014,n,Solanum_bulbocastanum,475230,1020645,y,Solanum_bulbocastanum,ott475230,ott1020645,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,NA,NA,24,12,NA,401,n,645,NA,12,NA,NA,NA,#VALUE!,NA,both,P,NA,NA,NA,NA,NA,NA,C3,NA,NA,1000,11,insects
422,Geethanjali,2011,n,Solanum_habrochaites,885264,79618,y,Solanum_habrochaites,ott885264,ott79618,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,724.285,NA,724.285,724.285,24,12,NA,16,n,118.7,NA,12,NA,NA,NA,0.16388576320095,NA,both,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,11,insects
