ott_id,species_name,trait,value,value_type,source
ott39541,Arachis hypogaea,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,recombination_index_chiasma,34.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,recombination_index_haploid,20.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott39541,Arachis hypogaea,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott887220,Argopecten irradians,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott887220,Argopecten irradians,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott887220,Argopecten irradians,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott887220,Argopecten irradians,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott429101,Aristichthys nobilis,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott59094,Artemia franciscana,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott5712886,Ascochyta rabiei,host_type,plants,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott5712886,Ascochyta rabiei,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott5712886,Ascochyta rabiei,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117339,Aspergillus nidulans,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117339,Aspergillus nidulans,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott117339,Aspergillus nidulans,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710025,Astatotilapia burtoni,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710025,Astatotilapia burtoni,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710025,Astatotilapia burtoni,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710025,Astatotilapia burtoni,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott701518,Astyanax mexicanus,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott701518,Astyanax mexicanus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott701518,Astyanax mexicanus,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott701518,Astyanax mexicanus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott701518,Astyanax mexicanus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott106278,Athalia rosae,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott106278,Athalia rosae,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott106278,Athalia rosae,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott106278,Athalia rosae,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott106278,Athalia rosae,sexual_system,male.haploid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,recombination_index_chiasma,46.8,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,recombination_index_haploid,21.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott790381,Avena sativa,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott227727,Bactrocera cucurbitae,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott227727,Bactrocera cucurbitae,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott227727,Bactrocera cucurbitae,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott227727,Bactrocera cucurbitae,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott227727,Bactrocera cucurbitae,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott227727,Bactrocera cucurbitae,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott35910,Barbarea vulgaris,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott434483,Begonia plebeja,genus_n_dioecious_species,30.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott434483,Begonia plebeja,genus_n_species,900.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott434483,Begonia plebeja,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott434483,Begonia plebeja,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott434483,Begonia plebeja,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott434483,Begonia plebeja,sexual_system,monoecious,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott273185,Beta vulgaris,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott267719,Betula pendula,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott267719,Betula pendula,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,leaf_phenology,deciduous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott731671,Betula platyphylla,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott559934,Bicyclus anynana,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott559934,Bicyclus anynana,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott559934,Bicyclus anynana,heterochiasmy,A,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott559934,Bicyclus anynana,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott559934,Bicyclus anynana,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott559934,Bicyclus anynana,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott907693,Bison bison,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,heterochiasmy,A,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott968114,Biston betularia,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott555363,Blumeria graminis,host_type,plants,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott555363,Blumeria graminis,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott555363,Blumeria graminis,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,domestication_status,Cultivated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,genus_n_dioecious_species,40.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,genus_n_species,80.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,plant_growth_form,herb/shrub,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,pollination_mode,wind,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,recombination_index_chiasma,27.06,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,recombination_index_haploid,14.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,sexual_system,monoecious,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott594991,Boehmeria nivea,woodiness,non-woody/woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott161197,Bombus terrestris,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott161197,Bombus terrestris,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott161197,Bombus terrestris,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott161197,Bombus terrestris,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott161197,Bombus terrestris,sexual_system,male.haploid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,heterochiasmy,A,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott440274,Bombyx mori,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott490099,Bos taurus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott413237,Brachypodium distachyon,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott413237,Brachypodium distachyon,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott413237,Brachypodium distachyon,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott413237,Brachypodium distachyon,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
